tx_id,investor_id,transaction_date,date_id,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
TX001163,INV003258,2024-01-19,2024-01-19,118635,Lumpsum,382685,Rajasthan,Udaipur,B30,26-35,Male,14.7,Net Banking,Verified
TX001164,INV001043,2024-01-19,2024-01-19,120503,Lumpsum,169307,Haryana,Gurugram,T30,18-25,Male,7.8,Mandate,Verified
TX001165,INV002657,2024-01-19,2024-01-19,125497,SIP,5392,Punjab,Amritsar,B30,36-45,Male,50.0,Net Banking,Verified
TX001166,INV001748,2024-01-19,2024-01-19,119598,SIP,2187,Gujarat,Ahmedabad,T30,36-45,Female,16.2,Mandate,Verified
TX001167,INV000824,2024-01-19,2024-01-19,118634,SIP,593,Haryana,Gurugram,T30,36-45,Male,53.9,Net Banking,Verified
TX001168,INV000994,2024-01-19,2024-01-19,148569,Lumpsum,471278,Maharashtra,Pune,T30,26-35,Female,6.1,UPI,Verified
TX001169,INV004308,2024-01-19,2024-01-19,119551,SIP,4720,Gujarat,Surat,T30,26-35,Female,11.1,Mandate,Verified
TX001170,INV000733,2024-01-19,2024-01-19,119552,SIP,22962,Uttar Pradesh,Lucknow,T30,18-25,Male,3.9,Net Banking,Verified
TX001171,INV001189,2024-01-19,2024-01-19,120844,SIP,24132,Maharashtra,Nashik,B30,56+,Male,70.1,UPI,Verified
TX001172,INV003662,2024-01-19,2024-01-19,118635,SIP,4303,Rajasthan,Jaipur,T30,18-25,Male,5.7,Cheque,Verified
TX001173,INV003767,2024-01-19,2024-01-19,120506,SIP,953,Madhya Pradesh,Bhopal,B30,36-45,Female,13.6,Cheque,Verified
TX001174,INV000346,2024-01-19,2024-01-19,120507,Lumpsum,218210,Haryana,Faridabad,B30,26-35,Male,22.0,UPI,Verified
TX001175,INV004678,2024-01-19,2024-01-19,119599,Redemption,145348,West Bengal,Kolkata,T30,36-45,Female,15.3,Net Banking,Verified
TX001176,INV003717,2024-01-19,2024-01-19,102886,Lumpsum,104110,Tamil Nadu,Coimbatore,B30,26-35,Female,20.8,Cheque,Verified
TX001177,INV002139,2024-01-19,2024-01-19,119598,SIP,2190,Haryana,Gurugram,T30,36-45,Female,28.6,Mandate,Verified
TX001178,INV003291,2024-01-19,2024-01-19,120503,SIP,3531,Gujarat,Surat,T30,36-45,Male,47.1,UPI,Verified
TX001179,INV001313,2024-01-19,2024-01-19,149324,SIP,7398,Gujarat,Surat,T30,36-45,Male,20.3,Cheque,Verified
TX001180,INV002373,2024-01-19,2024-01-19,118636,SIP,28042,Maharashtra,Pune,T30,36-45,Male,56.3,Net Banking,Verified
TX001181,INV003673,2024-01-19,2024-01-19,118636,Redemption,15062,Maharashtra,Mumbai,T30,26-35,Male,23.5,Cheque,Verified
TX001182,INV001680,2024-01-19,2024-01-19,102885,SIP,9776,Madhya Pradesh,Indore,T30,26-35,Male,22.8,Cheque,Verified
TX001183,INV001154,2024-01-19,2024-01-19,119599,SIP,42655,Delhi,Noida,T30,36-45,Female,34.8,Net Banking,Verified
TX001184,INV003215,2024-01-19,2024-01-19,120505,SIP,8910,Gujarat,Surat,T30,26-35,Female,20.9,Mandate,Verified
TX001185,INV001060,2024-01-19,2024-01-19,120843,SIP,6191,Telangana,Hyderabad,T30,36-45,Male,29.0,UPI,Pending
TX001186,INV004408,2024-01-19,2024-01-19,101208,SIP,420,Punjab,Amritsar,B30,26-35,Male,23.5,Cheque,Pending
TX001187,INV000704,2024-01-19,2024-01-19,119598,SIP,1975,Gujarat,Ahmedabad,T30,18-25,Male,4.5,Net Banking,Verified
TX001188,INV004725,2024-01-19,2024-01-19,148568,SIP,6650,Gujarat,Ahmedabad,T30,18-25,Male,4.7,UPI,Verified
TX001189,INV001242,2024-01-19,2024-01-19,148567,SIP,1049,Tamil Nadu,Chennai,T30,36-45,Male,57.8,Cheque,Verified
TX001190,INV002783,2024-01-19,2024-01-19,120507,Redemption,282913,West Bengal,Kolkata,T30,26-35,Male,7.0,Mandate,Verified
TX001191,INV003511,2024-01-19,2024-01-19,119551,SIP,14753,Haryana,Gurugram,T30,46-55,Male,36.8,Net Banking,Verified
TX001192,INV001428,2024-01-19,2024-01-19,119552,Lumpsum,311248,Delhi,New Delhi,T30,26-35,Male,17.8,Cheque,Pending
TX001193,INV002476,2024-01-19,2024-01-19,149322,SIP,2470,Telangana,Hyderabad,T30,36-45,Female,58.6,Cheque,Verified
TX001194,INV002319,2024-01-19,2024-01-19,118633,SIP,13221,Karnataka,Mysore,B30,26-35,Male,8.7,UPI,Verified
TX001195,INV004875,2024-01-19,2024-01-19,120507,Redemption,276200,West Bengal,Kolkata,T30,26-35,Male,25.0,Net Banking,Verified
TX001196,INV001023,2024-01-19,2024-01-19,125498,SIP,8071,Gujarat,Ahmedabad,T30,36-45,Male,27.1,Mandate,Verified
TX001197,INV000778,2024-01-19,2024-01-19,119092,Redemption,40021,Haryana,Faridabad,B30,26-35,Male,16.9,Cheque,Verified
TX001198,INV003383,2024-01-19,2024-01-19,119094,SIP,11765,Karnataka,Mysore,B30,18-25,Male,4.6,Mandate,Pending
TX001199,INV004089,2024-01-19,2024-01-19,101207,Lumpsum,114831,Haryana,Gurugram,T30,36-45,Female,15.2,Mandate,Verified
TX001200,INV000393,2024-01-19,2024-01-19,100025,Lumpsum,394362,Maharashtra,Mumbai,T30,36-45,Male,53.1,Net Banking,Verified
TX001201,INV002706,2024-01-20,2024-01-20,119092,Lumpsum,337669,Haryana,Faridabad,B30,46-55,Female,22.8,Net Banking,Pending
TX001202,INV004737,2024-01-20,2024-01-20,118634,SIP,5179,Madhya Pradesh,Indore,T30,46-55,Male,98.4,Cheque,Pending
TX001203,INV003776,2024-01-20,2024-01-20,120507,SIP,17316,Punjab,Amritsar,B30,26-35,Male,22.7,Mandate,Verified
TX001204,INV000544,2024-01-20,2024-01-20,101206,SIP,21648,Madhya Pradesh,Bhopal,B30,18-25,Male,3.6,Cheque,Verified
TX001205,INV004561,2024-01-20,2024-01-20,101208,SIP,6341,Haryana,Faridabad,B30,26-35,Male,18.8,Mandate,Verified
TX001206,INV002500,2024-01-20,2024-01-20,149324,SIP,25042,Delhi,New Delhi,T30,26-35,Male,14.7,Net Banking,Verified
TX001207,INV001882,2024-01-20,2024-01-20,119598,Lumpsum,470885,Rajasthan,Udaipur,B30,26-35,Male,22.9,Cheque,Verified
TX001208,INV000422,2024-01-20,2024-01-20,118636,SIP,4429,Punjab,Amritsar,B30,46-55,Male,94.1,UPI,Pending
TX001209,INV001903,2024-01-20,2024-01-20,119093,SIP,15127,Delhi,New Delhi,T30,26-35,Female,8.8,Mandate,Verified
TX001210,INV003123,2024-01-20,2024-01-20,119551,SIP,4518,Haryana,Faridabad,B30,36-45,Male,36.2,UPI,Verified
TX001211,INV000413,2024-01-20,2024-01-20,119120,SIP,3176,Haryana,Gurugram,T30,36-45,Female,49.8,Net Banking,Verified
TX001212,INV002940,2024-01-20,2024-01-20,118636,Redemption,347064,Haryana,Faridabad,B30,26-35,Male,18.3,Cheque,Verified
TX001213,INV004414,2024-01-20,2024-01-20,149324,SIP,10650,Uttar Pradesh,Lucknow,T30,26-35,Male,6.6,Net Banking,Verified
TX001214,INV004142,2024-01-20,2024-01-20,119551,Redemption,127871,West Bengal,Kolkata,T30,26-35,Male,12.0,UPI,Verified
TX001215,INV002733,2024-01-20,2024-01-20,101207,Lumpsum,505706,Punjab,Chandigarh,T30,26-35,Male,19.0,Cheque,Verified
TX001216,INV000374,2024-01-20,2024-01-20,119599,SIP,11655,West Bengal,Kolkata,T30,18-25,Female,4.1,UPI,Verified
TX001217,INV000299,2024-01-20,2024-01-20,119094,Lumpsum,271542,Delhi,Noida,T30,26-35,Male,24.4,UPI,Verified
TX001218,INV004787,2024-01-20,2024-01-20,148568,Redemption,259691,Haryana,Faridabad,B30,26-35,Male,8.2,UPI,Verified
TX001219,INV002362,2024-01-20,2024-01-20,120504,Lumpsum,391995,Delhi,New Delhi,T30,26-35,Male,22.3,Cheque,Verified
TX001220,INV000405,2024-01-20,2024-01-20,119552,Redemption,237811,Karnataka,Mysore,B30,56+,Female,8.6,Net Banking,Verified
TX001221,INV003439,2024-01-20,2024-01-20,149324,SIP,8648,West Bengal,Kolkata,T30,18-25,Female,3.9,Cheque,Verified
TX001222,INV002941,2024-01-20,2024-01-20,118636,SIP,29077,Rajasthan,Udaipur,B30,36-45,Female,59.2,Mandate,Verified
TX001223,INV000567,2024-01-20,2024-01-20,100016,Redemption,151782,Delhi,New Delhi,T30,26-35,Male,9.1,Net Banking,Verified
TX001224,INV001819,2024-01-20,2024-01-20,119552,SIP,6343,West Bengal,Kolkata,T30,26-35,Male,11.9,Mandate,Verified
TX001225,INV003113,2024-01-20,2024-01-20,119093,SIP,6483,Rajasthan,Jaipur,T30,26-35,Male,22.0,Net Banking,Verified
TX001226,INV000252,2024-01-20,2024-01-20,125498,Redemption,515151,Gujarat,Surat,T30,46-55,Female,24.4,Mandate,Verified
TX001227,INV003415,2024-01-20,2024-01-20,148568,SIP,8206,Gujarat,Surat,T30,46-55,Male,96.6,Mandate,Verified
TX001228,INV003328,2024-01-20,2024-01-20,119120,Lumpsum,303017,Karnataka,Mysore,B30,26-35,Female,14.2,Cheque,Pending
TX001229,INV000651,2024-01-20,2024-01-20,119552,SIP,12573,Delhi,New Delhi,T30,18-25,Male,6.0,Net Banking,Verified
TX001230,INV003411,2024-01-20,2024-01-20,119095,Lumpsum,52372,Tamil Nadu,Chennai,T30,26-35,Male,14.2,Mandate,Verified
TX001231,INV002697,2024-01-20,2024-01-20,149323,SIP,511,West Bengal,Kolkata,T30,26-35,Male,14.1,Cheque,Pending
TX001232,INV002685,2024-01-20,2024-01-20,119093,SIP,51489,Madhya Pradesh,Bhopal,B30,18-25,Male,3.7,Net Banking,Verified
TX001233,INV000458,2024-01-20,2024-01-20,119095,Lumpsum,343114,Rajasthan,Udaipur,B30,56+,Male,18.9,Net Banking,Verified
TX001234,INV002366,2024-01-20,2024-01-20,119092,Redemption,165229,Telangana,Hyderabad,T30,26-35,Female,20.4,Net Banking,Verified
TX001235,INV004684,2024-01-20,2024-01-20,118635,SIP,12906,Tamil Nadu,Chennai,T30,26-35,Male,22.0,Mandate,Verified
TX001236,INV001899,2024-01-20,2024-01-20,120506,SIP,578,Gujarat,Ahmedabad,T30,26-35,Male,7.6,Mandate,Pending
TX001237,INV000832,2024-01-20,2024-01-20,149322,SIP,6694,Karnataka,Bangalore,T30,36-45,Male,36.6,UPI,Verified
TX001238,INV002195,2024-01-20,2024-01-20,118636,Redemption,16534,Telangana,Hyderabad,T30,26-35,Male,24.5,Net Banking,Verified
TX001239,INV003061,2024-01-20,2024-01-20,102885,Lumpsum,317573,Uttar Pradesh,Lucknow,T30,26-35,Female,11.9,Mandate,Verified
TX001240,INV001048,2024-01-20,2024-01-20,119094,Lumpsum,260931,Delhi,New Delhi,T30,46-55,Male,46.6,UPI,Verified
TX001241,INV002585,2024-01-20,2024-01-20,120505,Lumpsum,265554,Uttar Pradesh,Lucknow,T30,18-25,Male,3.2,Mandate,Verified
TX001242,INV003674,2024-01-20,2024-01-20,102886,Redemption,279015,Uttar Pradesh,Kanpur,B30,36-45,Male,32.8,UPI,Verified
TX001243,INV002996,2024-01-20,2024-01-20,120507,Lumpsum,427873,Madhya Pradesh,Bhopal,B30,26-35,Male,20.7,Net Banking,Pending
TX001244,INV000049,2024-01-20,2024-01-20,119094,SIP,13494,Maharashtra,Nashik,B30,36-45,Male,23.8,Cheque,Verified
TX001245,INV004030,2024-01-20,2024-01-20,120504,SIP,2252,Uttar Pradesh,Lucknow,T30,18-25,Female,4.4,Mandate,Verified
TX001246,INV003847,2024-01-20,2024-01-20,125497,Redemption,66045,Telangana,Hyderabad,T30,26-35,Male,19.7,Mandate,Verified
TX001247,INV004970,2024-01-20,2024-01-20,102886,Lumpsum,41075,Maharashtra,Nashik,B30,36-45,Female,27.6,Net Banking,Verified
TX001248,INV002134,2024-01-20,2024-01-20,119552,SIP,5099,Rajasthan,Udaipur,B30,26-35,Male,24.8,Mandate,Verified
TX001249,INV003047,2024-01-20,2024-01-20,118636,Lumpsum,317302,Maharashtra,Mumbai,T30,46-55,Male,40.0,Cheque,Verified
TX001250,INV004899,2024-01-20,2024-01-20,120842,SIP,1081,Delhi,New Delhi,T30,36-45,Male,39.4,Net Banking,Verified
TX001251,INV004896,2024-01-20,2024-01-20,149324,Lumpsum,251783,Uttar Pradesh,Agra,B30,18-25,Female,3.5,Mandate,Verified
TX001252,INV003023,2024-01-20,2024-01-20,118633,SIP,872,Gujarat,Ahmedabad,T30,26-35,Female,13.6,Cheque,Verified
TX001253,INV002823,2024-01-20,2024-01-20,118633,SIP,53710,Telangana,Hyderabad,T30,26-35,Male,21.5,Net Banking,Verified
TX001254,INV003509,2024-01-20,2024-01-20,149323,SIP,6149,Haryana,Gurugram,T30,36-45,Male,14.5,Mandate,Verified
TX001255,INV003047,2024-01-20,2024-01-20,148568,SIP,4437,Maharashtra,Mumbai,T30,46-55,Male,40.0,Mandate,Verified
TX001256,INV001175,2024-01-20,2024-01-20,119120,SIP,21148,Punjab,Chandigarh,T30,36-45,Male,33.5,Cheque,Verified
TX001257,INV000134,2024-01-20,2024-01-20,119552,SIP,13078,Punjab,Chandigarh,T30,36-45,Female,50.2,Mandate,Verified
TX001258,INV003565,2024-01-20,2024-01-20,119095,SIP,2454,Gujarat,Surat,T30,26-35,Male,12.0,Net Banking,Verified
TX001259,INV002826,2024-01-20,2024-01-20,119095,SIP,543,Haryana,Gurugram,T30,26-35,Male,20.5,Mandate,Pending
TX001260,INV004096,2024-01-20,2024-01-20,149323,SIP,25101,Tamil Nadu,Coimbatore,B30,36-45,Male,57.1,Cheque,Pending
TX001261,INV000074,2024-01-20,2024-01-20,120504,SIP,7798,Rajasthan,Jaipur,T30,26-35,Female,8.4,Mandate,Pending
TX001262,INV004911,2024-01-20,2024-01-20,149324,SIP,47812,West Bengal,Kolkata,T30,26-35,Female,9.4,UPI,Verified
TX001263,INV001594,2024-01-20,2024-01-20,119095,SIP,3533,Madhya Pradesh,Bhopal,B30,26-35,Male,13.9,Cheque,Verified
TX001264,INV004079,2024-01-21,2024-01-21,120843,SIP,432,Karnataka,Bangalore,T30,36-45,Female,57.2,Net Banking,Verified
TX001265,INV003396,2024-01-21,2024-01-21,119599,SIP,2810,Karnataka,Mysore,B30,26-35,Male,23.4,Net Banking,Verified
TX001266,INV004066,2024-01-21,2024-01-21,120841,SIP,15405,Gujarat,Surat,T30,46-55,Male,30.8,Net Banking,Verified
TX001267,INV001131,2024-01-21,2024-01-21,119551,SIP,445,Tamil Nadu,Coimbatore,B30,36-45,Female,32.0,UPI,Verified
TX001268,INV002681,2024-01-21,2024-01-21,100025,SIP,8884,Maharashtra,Nashik,B30,18-25,Female,7.2,UPI,Verified
TX001269,INV000371,2024-01-21,2024-01-21,119120,SIP,5416,Uttar Pradesh,Agra,B30,26-35,Male,14.6,Cheque,Pending
TX001270,INV001717,2024-01-21,2024-01-21,120505,Lumpsum,351527,Karnataka,Mysore,B30,26-35,Male,23.2,UPI,Verified
TX001271,INV000799,2024-01-21,2024-01-21,125497,SIP,3274,Madhya Pradesh,Indore,T30,18-25,Male,4.6,Net Banking,Verified
TX001272,INV004497,2024-01-21,2024-01-21,118635,Redemption,453909,Rajasthan,Jaipur,T30,26-35,Female,13.3,Mandate,Verified
TX001273,INV000369,2024-01-21,2024-01-21,102886,Lumpsum,69084,Delhi,Gurugram,T30,26-35,Male,20.7,UPI,Verified
TX001274,INV003675,2024-01-21,2024-01-21,119598,SIP,5637,West Bengal,Kolkata,T30,56+,Male,63.9,Net Banking,Verified
TX001275,INV004109,2024-01-21,2024-01-21,120503,Lumpsum,160487,Uttar Pradesh,Lucknow,T30,56+,Female,59.8,UPI,Verified
TX001276,INV004281,2024-01-21,2024-01-21,120507,Lumpsum,78516,Rajasthan,Jaipur,T30,26-35,Female,15.9,Net Banking,Verified
TX001277,INV000269,2024-01-21,2024-01-21,119552,SIP,4719,Punjab,Amritsar,B30,46-55,Male,47.3,Cheque,Verified
TX001278,INV003288,2024-01-21,2024-01-21,102886,SIP,45897,Punjab,Chandigarh,T30,56+,Male,57.9,Cheque,Pending
TX001279,INV000289,2024-01-21,2024-01-21,101206,SIP,3127,Delhi,Gurugram,T30,36-45,Male,54.2,Net Banking,Verified
TX001280,INV003820,2024-01-21,2024-01-21,100033,SIP,894,Tamil Nadu,Chennai,T30,56+,Male,61.2,Mandate,Verified
TX001281,INV003962,2024-01-21,2024-01-21,118635,SIP,26088,Haryana,Gurugram,T30,26-35,Male,20.4,Cheque,Pending
TX001282,INV004450,2024-01-21,2024-01-21,119551,SIP,8560,Tamil Nadu,Coimbatore,B30,36-45,Male,16.7,UPI,Verified
TX001283,INV004216,2024-01-21,2024-01-21,119598,SIP,7627,Karnataka,Bangalore,T30,26-35,Male,8.3,Net Banking,Verified
TX001284,INV003042,2024-01-21,2024-01-21,119599,Redemption,478639,Tamil Nadu,Coimbatore,B30,46-55,Male,23.5,Net Banking,Pending
TX001285,INV004784,2024-01-21,2024-01-21,120507,Redemption,233850,Uttar Pradesh,Lucknow,T30,26-35,Female,15.8,Cheque,Verified
TX001286,INV001354,2024-01-21,2024-01-21,118632,Lumpsum,139599,Tamil Nadu,Coimbatore,B30,18-25,Male,7.0,Mandate,Verified
TX001287,INV003169,2024-01-21,2024-01-21,119092,Lumpsum,310274,Telangana,Hyderabad,T30,26-35,Female,11.2,Mandate,Verified
TX001288,INV004688,2024-01-21,2024-01-21,118632,SIP,1191,West Bengal,Kolkata,T30,26-35,Male,20.7,Net Banking,Verified
TX001289,INV003614,2024-01-21,2024-01-21,100016,Lumpsum,415889,Maharashtra,Mumbai,T30,26-35,Male,13.3,Cheque,Verified
TX001290,INV002031,2024-01-21,2024-01-21,102887,SIP,9353,Madhya Pradesh,Indore,T30,46-55,Male,24.3,UPI,Verified
TX001291,INV003940,2024-01-21,2024-01-21,120506,SIP,8683,West Bengal,Kolkata,T30,36-45,Male,21.6,Cheque,Verified
TX001292,INV001809,2024-01-21,2024-01-21,148568,SIP,5393,Telangana,Hyderabad,T30,46-55,Male,80.5,UPI,Verified
TX001293,INV004672,2024-01-21,2024-01-21,120507,SIP,55878,Rajasthan,Jaipur,T30,26-35,Male,23.9,Mandate,Verified
TX001294,INV004041,2024-01-21,2024-01-21,119551,Redemption,117403,Telangana,Hyderabad,T30,36-45,Male,51.1,UPI,Verified
TX001295,INV001631,2024-01-21,2024-01-21,125498,Lumpsum,78235,Haryana,Faridabad,B30,36-45,Male,55.9,Cheque,Verified
TX001296,INV002729,2024-01-21,2024-01-21,101207,SIP,14776,Uttar Pradesh,Kanpur,B30,26-35,Female,15.4,UPI,Verified
TX001297,INV000019,2024-01-21,2024-01-21,100016,SIP,4135,Gujarat,Ahmedabad,T30,18-25,Female,5.1,Cheque,Verified
TX001298,INV002827,2024-01-21,2024-01-21,119551,Redemption,241812,Karnataka,Mysore,B30,36-45,Female,58.1,Net Banking,Verified
TX001299,INV004565,2024-01-21,2024-01-21,120505,SIP,8085,Gujarat,Surat,T30,26-35,Male,9.2,UPI,Verified
TX001300,INV004473,2024-01-21,2024-01-21,119120,SIP,29361,Karnataka,Mysore,B30,18-25,Male,5.6,Net Banking,Verified
TX001301,INV003539,2024-01-21,2024-01-21,102887,SIP,2552,Rajasthan,Udaipur,B30,56+,Female,54.9,Cheque,Verified
TX001302,INV001457,2024-01-21,2024-01-21,119093,SIP,1011,Gujarat,Ahmedabad,T30,26-35,Male,17.7,Cheque,Verified
TX001303,INV002055,2024-01-21,2024-01-21,125498,SIP,877,Punjab,Amritsar,B30,26-35,Male,18.7,UPI,Verified
TX001304,INV004661,2024-01-21,2024-01-21,100033,SIP,2120,Maharashtra,Nashik,B30,26-35,Male,9.8,Cheque,Verified
TX001305,INV001772,2024-01-21,2024-01-21,102887,SIP,17912,Telangana,Hyderabad,T30,36-45,Male,31.2,UPI,Verified
TX001306,INV003749,2024-01-21,2024-01-21,101208,Lumpsum,256164,Delhi,New Delhi,T30,36-45,Female,25.6,Mandate,Verified
TX001307,INV001468,2024-01-21,2024-01-21,120505,SIP,1982,Tamil Nadu,Chennai,T30,26-35,Female,19.4,Net Banking,Verified
TX001308,INV003936,2024-01-21,2024-01-21,101208,SIP,46005,Punjab,Chandigarh,T30,36-45,Male,19.8,Cheque,Verified
TX001309,INV000606,2024-01-21,2024-01-21,102886,Lumpsum,505322,Karnataka,Mysore,B30,18-25,Male,7.8,Cheque,Verified
TX001310,INV003604,2024-01-21,2024-01-21,148567,SIP,2760,Punjab,Chandigarh,T30,18-25,Female,7.4,Mandate,Verified
TX001311,INV002257,2024-01-21,2024-01-21,125498,Redemption,199340,West Bengal,Kolkata,T30,26-35,Male,9.8,Net Banking,Pending
TX001312,INV001515,2024-01-21,2024-01-21,118635,SIP,402,Tamil Nadu,Coimbatore,B30,18-25,Male,7.4,Cheque,Verified
TX001313,INV001950,2024-01-21,2024-01-21,148567,Lumpsum,87114,Maharashtra,Pune,T30,26-35,Female,6.0,UPI,Verified
TX001314,INV000511,2024-01-21,2024-01-21,119120,SIP,14534,Punjab,Chandigarh,T30,46-55,Male,88.7,UPI,Verified
TX001315,INV004065,2024-01-21,2024-01-21,149324,SIP,45064,Tamil Nadu,Chennai,T30,26-35,Male,6.1,UPI,Pending
TX001316,INV004175,2024-01-22,2024-01-22,101206,SIP,1095,Tamil Nadu,Coimbatore,B30,36-45,Female,51.8,Mandate,Verified
TX001317,INV000853,2024-01-22,2024-01-22,120844,SIP,4899,Punjab,Chandigarh,T30,26-35,Female,8.0,Net Banking,Verified
TX001318,INV002107,2024-01-22,2024-01-22,102886,SIP,2314,Telangana,Hyderabad,T30,26-35,Male,18.2,Cheque,Verified
TX001319,INV003212,2024-01-22,2024-01-22,120842,SIP,6289,West Bengal,Kolkata,T30,26-35,Male,17.2,Net Banking,Verified
TX001320,INV004017,2024-01-22,2024-01-22,118632,Lumpsum,350234,West Bengal,Kolkata,T30,36-45,Male,36.7,Cheque,Verified
TX001321,INV003153,2024-01-22,2024-01-22,119598,Lumpsum,274956,Madhya Pradesh,Indore,T30,36-45,Female,20.5,Cheque,Verified
TX001322,INV001999,2024-01-22,2024-01-22,119120,Lumpsum,483516,Rajasthan,Udaipur,B30,18-25,Male,5.8,Net Banking,Verified
TX001323,INV000627,2024-01-22,2024-01-22,120503,Lumpsum,226010,Delhi,Noida,T30,36-45,Female,49.8,Cheque,Verified
TX001324,INV000482,2024-01-22,2024-01-22,118632,Redemption,301021,Maharashtra,Mumbai,T30,26-35,Male,7.6,Mandate,Verified
TX001325,INV002967,2024-01-22,2024-01-22,118635,SIP,8047,Karnataka,Mysore,B30,18-25,Female,4.7,Net Banking,Verified
TX001326,INV002912,2024-01-22,2024-01-22,149323,SIP,7839,Maharashtra,Mumbai,T30,26-35,Female,23.6,Mandate,Verified
TX001327,INV001118,2024-01-22,2024-01-22,148568,SIP,17281,Haryana,Gurugram,T30,18-25,Male,6.7,Cheque,Verified
TX001328,INV003480,2024-01-22,2024-01-22,118632,SIP,17157,Madhya Pradesh,Bhopal,B30,26-35,Male,24.4,UPI,Verified
TX001329,INV001457,2024-01-22,2024-01-22,118633,Redemption,38841,Gujarat,Ahmedabad,T30,26-35,Male,17.7,UPI,Verified
TX001330,INV002509,2024-01-22,2024-01-22,100033,Redemption,229514,Maharashtra,Mumbai,T30,36-45,Female,19.9,Net Banking,Pending
TX001331,INV000811,2024-01-22,2024-01-22,120503,SIP,15579,Haryana,Faridabad,B30,36-45,Female,34.5,Cheque,Pending
TX001332,INV001013,2024-01-22,2024-01-22,119551,SIP,2141,Telangana,Hyderabad,T30,36-45,Male,40.6,Net Banking,Verified
TX001333,INV004143,2024-01-22,2024-01-22,120505,SIP,7378,Gujarat,Ahmedabad,T30,18-25,Male,7.4,UPI,Verified
TX001334,INV002399,2024-01-22,2024-01-22,102885,Redemption,157245,Gujarat,Ahmedabad,T30,46-55,Female,34.7,Net Banking,Pending
TX001335,INV000011,2024-01-22,2024-01-22,101207,SIP,2641,West Bengal,Kolkata,T30,26-35,Male,9.6,UPI,Verified
TX001336,INV000280,2024-01-22,2024-01-22,100016,SIP,2946,Punjab,Amritsar,B30,26-35,Female,22.9,UPI,Verified
TX001337,INV001560,2024-01-22,2024-01-22,100016,SIP,4414,Punjab,Amritsar,B30,26-35,Male,22.5,Mandate,Verified
TX001338,INV002278,2024-01-22,2024-01-22,101207,SIP,3325,Uttar Pradesh,Agra,B30,46-55,Female,88.6,Cheque,Verified
TX001339,INV002138,2024-01-22,2024-01-22,101208,SIP,439,Karnataka,Bangalore,T30,46-55,Female,78.2,Mandate,Pending
TX001340,INV001662,2024-01-22,2024-01-22,149322,SIP,3576,Delhi,Gurugram,T30,36-45,Male,45.6,Net Banking,Verified
TX001341,INV004467,2024-01-22,2024-01-22,148569,SIP,21886,Tamil Nadu,Chennai,T30,46-55,Male,52.4,Net Banking,Verified
TX001342,INV004297,2024-01-22,2024-01-22,118632,Redemption,485090,Karnataka,Bangalore,T30,36-45,Female,19.5,Net Banking,Verified
TX001343,INV003102,2024-01-22,2024-01-22,100033,Redemption,144648,Maharashtra,Pune,T30,18-25,Male,4.3,Cheque,Verified
TX001344,INV003912,2024-01-22,2024-01-22,148567,SIP,2803,West Bengal,Kolkata,T30,26-35,Male,8.5,Mandate,Verified
TX001345,INV000387,2024-01-22,2024-01-22,102885,SIP,3465,Gujarat,Surat,T30,36-45,Male,53.8,Cheque,Verified
TX001346,INV003026,2024-01-22,2024-01-22,149324,Lumpsum,311050,Madhya Pradesh,Bhopal,B30,36-45,Female,25.7,UPI,Pending
TX001347,INV004759,2024-01-22,2024-01-22,101208,SIP,1847,Gujarat,Ahmedabad,T30,36-45,Female,13.8,UPI,Verified
TX001348,INV003791,2024-01-22,2024-01-22,125498,Redemption,160410,Tamil Nadu,Coimbatore,B30,46-55,Male,77.4,Mandate,Verified
TX001349,INV004971,2024-01-22,2024-01-22,125497,Lumpsum,399810,Telangana,Hyderabad,T30,26-35,Male,21.3,UPI,Verified
TX001350,INV001972,2024-01-22,2024-01-22,100016,SIP,4566,Uttar Pradesh,Kanpur,B30,18-25,Male,4.6,Cheque,Verified
TX001351,INV000881,2024-01-22,2024-01-22,120507,SIP,932,Uttar Pradesh,Agra,B30,26-35,Male,17.1,Mandate,Verified
TX001352,INV003997,2024-01-22,2024-01-22,101208,Lumpsum,168365,Telangana,Hyderabad,T30,36-45,Male,48.3,Cheque,Verified
TX001353,INV001538,2024-01-22,2024-01-22,118634,Lumpsum,131112,Madhya Pradesh,Bhopal,B30,18-25,Female,3.1,Mandate,Verified
TX001354,INV004692,2024-01-22,2024-01-22,119093,SIP,1646,Madhya Pradesh,Bhopal,B30,26-35,Male,11.6,Cheque,Verified
TX001355,INV004203,2024-01-22,2024-01-22,101206,SIP,8689,Madhya Pradesh,Indore,T30,18-25,Male,7.9,UPI,Verified
TX001356,INV004497,2024-01-22,2024-01-22,118634,Redemption,157191,Rajasthan,Jaipur,T30,26-35,Female,13.3,Mandate,Verified
TX001357,INV000634,2024-01-22,2024-01-22,118635,SIP,7085,Karnataka,Bangalore,T30,26-35,Female,22.7,Mandate,Verified
TX001358,INV003755,2024-01-22,2024-01-22,119093,SIP,45395,Punjab,Chandigarh,T30,46-55,Male,42.7,Cheque,Verified
TX001359,INV004790,2024-01-22,2024-01-22,119094,SIP,2075,Tamil Nadu,Coimbatore,B30,18-25,Male,3.4,Cheque,Verified
TX001360,INV002931,2024-01-22,2024-01-22,119092,Redemption,433606,Tamil Nadu,Coimbatore,B30,56+,Female,32.4,Mandate,Verified
